ID,Year,Group_Name,Persons,Area
1227,2006,4,2038,2
1228,2006,4,13,3
1229,2006,4,780,4
1230,2006,4,564,5
1231,2006,4,15,6
1232,2006,4,585,7
1233,2006,4,4,8
1234,2006,4,1,9
1235,2006,4,95,5
1236,2006,4,7,11
1237,2006,4,486,12
1238,2006,4,235,13
1239,2006,4,174,14
1240,2006,4,1090,15
1241,2006,4,365,16
1242,2006,4,1679,17
1243,2006,4,1974,18
1244,2006,4,0,19
1245,2006,4,2039,20
1246,2006,4,1646,21
1247,2006,4,0,22
1248,2006,4,9,23
1249,2006,4,9,24
1250,2006,4,0,25
1251,2006,4,1518,26
1252,2006,4,15,27
1253,2006,4,183,28
1254,2006,4,965,29
1255,2006,4,2,30
1256,2006,4,1354,31
1257,2006,4,103,32
1258,2006,4,916,33
1259,2006,4,44,34
1260,2006,4,1054,35
1261,2007,4,5,1
1262,2007,4,3022,2
1263,2007,4,13,3
1264,2007,4,1030,4
1265,2007,4,529,5
1266,2007,4,26,6
1267,2007,4,488,7
1268,2007,4,6,8
1269,2007,4,0,9
1270,2007,4,108,10
1271,2007,4,3,11
1272,2007,4,585,12
1273,2007,4,352,13
1274,2007,4,184,14
1275,2007,4,963,15
1276,2007,4,221,16
1277,2007,4,1722,17
1278,2007,4,2070,18
1279,2007,4,0,19
1280,2007,4,2852,20
1281,2007,4,1704,21
1282,2007,4,2,22
1283,2007,4,9,23
1284,2007,4,3,24
1285,2007,4,0,25
1286,2007,4,1880,26
1287,2007,4,50,27
1288,2007,4,197,28
1289,2007,4,739,29
1290,2007,4,6,30
1291,2007,4,1239,31
1292,2007,4,138,32
1293,2007,4,1019,33
1294,2007,4,33,34
1295,2007,4,804,35
1296,2008,4,4,1
1297,2008,4,1895,2
1298,2008,4,7,3
1299,2008,4,605,4
1300,2008,4,629,5
1301,2008,4,21,6
1302,2008,4,575,7
1303,2008,4,0,8
1304,2008,4,1,9
1305,2008,4,443,10
1306,2008,4,18,11
1307,2008,4,776,12
1308,2008,4,338,13
1309,2008,4,169,14
1310,2008,4,699,15
1311,2008,4,290,16
1312,2008,4,1534,17
1313,2008,4,1916,18
1314,2008,4,0,19
1315,2008,4,2828,20
1316,2008,4,1965,7
1317,2008,4,0,22
1318,2008,4,16,23
1319,2008,4,8,24
1320,2008,4,1,25
1321,2008,4,2445,26
1322,2008,4,32,27
1323,2008,4,229,28
1324,2008,4,787,29
1325,2008,4,19,30
1326,2008,4,947,31
1327,2008,4,145,32
1328,2008,4,1307,5
1329,2008,4,38,34
1330,2008,4,719,35
1331,2009,4,8,1
1332,2009,4,2627,2
1333,2009,4,11,3
1334,2009,4,582,4
1335,2009,4,573,5
1336,2009,4,22,6
1337,2009,4,738,7
1338,2009,4,0,8
1339,2009,4,0,9
1340,2009,4,285,10
1341,2009,4,9,11
1342,2009,4,607,12
1343,2009,4,332,13
1344,2009,4,171,14
1345,2009,4,884,15
1346,2009,4,235,16
1347,2009,4,1727,17
1348,2009,4,1729,18
1349,2009,4,1,19
1350,2009,4,3452,20
1351,2009,4,2013,21
1352,2009,4,0,22
1353,2009,4,8,23
1354,2009,4,8,24
1355,2009,4,1,25
1356,2009,4,1563,26
1357,2009,4,64,27
1358,2009,4,208,28
1359,2009,4,660,29
1360,2009,4,10,30
1361,2009,4,1038,31
1362,2009,4,350,32
1363,2009,4,1054,33
1364,2009,4,77,34
1365,2009,4,807,35
1366,2010,4,5,1
1367,2010,4,2374,2
1368,2010,4,5,3
1369,2010,4,559,4
1370,2010,4,506,5
1371,2010,4,28,6
1372,2010,4,1126,7
1373,2010,4,0,8
1374,2010,4,2,9
1375,2010,4,395,10
1376,2010,4,35,11
1377,2010,4,671,12
1378,2010,4,374,13
1379,2010,4,152,14
1380,2010,4,701,15
1381,2010,4,306,16
1382,2010,4,1821,7
1383,2010,4,1742,18
1384,2010,4,0,19
1385,2010,4,3636,20
1386,2010,4,2183,21
1387,2010,4,0,22
1388,2010,4,10,23
1389,2010,4,12,24
1390,2010,4,7,25
1391,2010,4,1876,26
1392,2010,4,52,27
1393,2010,4,291,28
1394,2010,4,599,29
1395,2010,4,8,30
1396,2010,4,1008,31
1397,2010,4,309,32
1398,2010,4,1137,33
1399,2010,4,16,34
1400,2010,4,706,35
1401,2001,5,0,1
1402,2001,5,734,2
1403,2001,5,0,3
1404,2001,5,7,4
1405,2001,5,32,5
1406,2001,5,7,6
1407,2001,5,176,7
1408,2001,5,142,8
1409,2001,5,25,9
1410,2001,5,117,10
1411,2001,5,0,11
1412,2001,5,392,12
1413,2001,5,19,13
1414,2001,5,229,14
1415,2001,5,11,15
1416,2001,5,32,16
1417,2001,5,57,17
1418,2001,5,56,18
1419,2001,5,0,19
1420,2001,5,433,20
1421,2001,5,475,6
1422,2001,5,176,22
1423,2001,5,142,23
1424,2001,5,25,24
1425,2001,5,117,25
1426,2001,5,0,26
1427,2001,5,392,27
1428,2001,5,19,28
1429,2001,5,229,29
1430,2001,5,11,30
1431,2001,5,32,31
1432,2001,5,0,32
1433,2001,5,780,33
1434,2001,5,57,34
1435,2001,5,32,35
1436,2002,5,0,1
1437,2002,5,595,2
1438,2002,5,0,3
1439,2002,5,5,4
1440,2002,5,22,5
1441,2002,5,7,6
1442,2002,5,258,7
1443,2002,5,0,8
1444,2002,5,0,9
1445,2002,5,34,10
1446,2002,5,5,11
1447,2002,5,73,12
1448,2002,5,227,13
1449,2002,5,9,14
1450,2002,5,244,15
1451,2002,5,12,16
1452,2002,5,35,17
1453,2002,5,47,18
1454,2002,5,0,19
1455,2002,5,277,20
1456,2002,5,754,21
1457,2002,5,0,22
1458,2002,5,0,23
1459,2002,5,0,24
1460,2002,5,0,25
1461,2002,5,157,26
1462,2002,5,0,27
1463,2002,5,32,28
1464,2002,5,28,29
1465,2002,5,2,30
1466,2002,5,189,31
1467,2002,5,0,32
1468,2002,5,1463,33
1469,2002,5,17,34
1470,2002,5,37,35
1471,2003,5,0,1
1472,2003,5,1031,2
1473,2003,5,0,3
1474,2003,5,14,4
1475,2003,5,62,5
1476,2003,5,7,6
1477,2003,5,59,7
1478,2003,5,0,8
1479,2003,5,0,9
1480,2003,5,44,10
1481,2003,5,7,11
1482,2003,5,62,12
1483,2003,5,202,13
1484,2003,5,26,14
1485,2003,5,160,15
1486,2003,5,1,16
1487,2003,5,176,17
1488,2003,5,142,18
1489,2003,5,25,19
1490,2003,5,117,20
1491,2003,5,0,21
1492,2003,5,392,22
1493,2003,5,19,23
1494,2003,5,229,24
1495,2003,5,11,25
1496,2003,5,32,26
1497,2003,5,13,27
1498,2003,5,46,28
1499,2003,5,42,29
1500,2003,5,3,30
1501,2003,5,174,31
1502,2003,5,0,32
1503,2003,5,1317,33
1504,2003,5,32,34
1505,2003,5,43,35
1506,2004,5,1,1
1507,2004,5,829,2
1508,2004,5,0,3
1509,2004,5,9,4
1510,2004,5,21,5
1511,2004,5,8,6
1512,2004,5,174,7
1513,2004,5,0,8
1514,2004,5,176,7
1515,2004,5,142,10
1516,2004,5,25,11
1517,2004,5,117,12
1518,2004,5,0,13
1519,2004,5,392,14
1520,2004,5,19,15
1521,2004,5,229,16
1522,2004,5,11,17
1523,2004,5,32,18
1524,2004,5,0,19
1525,2004,5,396,20
1526,2004,5,419,21
1527,2004,5,0,22
1528,2004,5,0,23
1529,2004,5,0,24
1530,2004,5,0,25
1531,2004,5,134,26
1532,2004,5,7,27
1533,2004,5,28,28
1534,2004,5,24,29
1535,2004,5,0,30
1536,2004,5,284,31
1537,2004,5,0,32
1538,2004,5,875,33
1539,2004,5,5,34
1540,2004,5,36,35
1541,2005,5,3,1
1542,2005,5,1234,2
1543,2005,5,0,3
1544,2005,5,17,4
1545,2005,5,20,5
1546,2005,5,1,6
1547,2005,5,95,7
1548,2005,5,0,8
1549,2005,5,0,9
1550,2005,5,124,10
1551,2005,5,3,11
1552,2005,5,58,12
1553,2005,5,107,13
1554,2005,5,15,14
1555,2005,5,216,15
1556,2005,5,34,16
1557,2005,5,35,17
1558,2005,5,160,18
1559,2005,5,0,19
1560,2005,5,387,20
1561,2005,5,502,21
1562,2005,5,0,22
1563,2005,5,0,23
1564,2005,5,0,24
1565,2005,5,0,25
1566,2005,5,85,26
1567,2005,5,12,27
1568,2005,5,22,28
1569,2005,5,17,29
1570,2005,5,0,30
1571,2005,5,341,31
1572,2005,5,1,32
1573,2005,5,983,33
1574,2005,5,22,34
1575,2005,5,42,35
1576,2006,5,1,1
1577,2006,5,1148,2
1578,2006,5,3,3
1579,2006,5,6,4
1580,2006,5,27,5
1581,2006,5,1,6
1582,2006,5,62,7
1583,2006,5,0,8
1584,2006,5,0,9
1585,2006,5,144,10
1586,2006,5,3,11
1587,2006,5,55,12
1588,2006,5,97,13
1589,2006,5,19,14
1590,2006,5,229,15
1591,2006,5,11,16
1592,2006,5,32,17
1593,2006,5,110,18
1594,2006,5,0,19
1595,2006,5,372,20
1596,2006,5,19,21
1597,2006,5,229,22
1598,2006,5,11,23
1599,2006,5,32,24
1600,2006,5,110,25
1601,2006,5,0,26
1602,2006,5,6,27
1603,2006,5,73,28
1604,2006,5,13,29
1605,2006,5,0,30
1606,2006,5,378,31
1607,2006,5,0,7
1608,2006,5,915,33
1609,2006,5,33,34
1610,2006,5,80,35
1611,2007,5,0,1
1612,2007,5,1455,2
1613,2007,5,0,3
1614,2007,5,14,4
1615,2007,5,16,5
1616,2007,5,13,6
1617,2007,5,57,7
1618,2007,5,0,8
1619,2007,5,0,9
1620,2007,5,151,10
1621,2007,5,7,11
1622,2007,5,73,12
1623,2007,5,164,13
1624,2007,5,22,14
1625,2007,5,176,15
1626,2007,5,142,16
1627,2007,5,25,17
1628,2007,5,117,18
1629,2007,5,0,19
1630,2007,5,392,20
1631,2007,5,19,21
1632,2007,5,229,22
1633,2007,5,11,23
1634,2007,5,32,24
1635,2007,5,110,25
1636,2007,5,0,26
1637,2007,5,9,27
1638,2007,5,18,28
1639,2007,5,15,29
1640,2007,5,0,30
1641,2007,5,420,31
1642,2007,5,1,32
1643,2007,5,1202,33
1644,2007,5,6,34
1645,2007,5,61,35
1646,2008,5,0,1
1647,2008,5,1659,2
1648,2008,5,0,3
1649,2008,5,1,4
1650,2008,5,4,5
1651,2008,5,1,6
1652,2008,5,48,7
1653,2008,5,1,8
1654,2008,5,0,9
1655,2008,5,99,10
1656,2008,5,4,11
1657,2008,5,129,12
1658,2008,5,145,13
1659,2008,5,14,14
1660,2008,5,140,15
1661,2008,5,82,16
1662,2008,5,33,17
1663,2008,5,104,18
1664,2008,5,0,19
1665,2008,5,539,20
1666,2008,5,673,21
1667,2008,5,0,22
1668,2008,5,0,23
1669,2008,5,0,24
1670,2008,5,0,25
1671,2008,5,160,26
1672,2008,5,2,27
1673,2008,5,26,28
1674,2008,5,17,29
1675,2008,5,0,30
1676,2008,5,560,31
1677,2008,5,1,32
1678,2008,5,1255,33
1679,2008,5,2,34
1680,2008,5,62,35
1681,2009,5,0,1
1682,2009,5,1911,2
1683,2009,5,0,3
1684,2009,5,5,4
1685,2009,5,31,5
1686,2009,5,8,6
1687,2009,5,81,7
1688,2009,5,0,8
1689,2009,5,0,9
1690,2009,5,60,10
1691,2009,5,9,11
1692,2009,5,82,12
1693,2009,5,191,13
1694,2009,5,8,14
1695,2009,5,181,15
1696,2009,5,15,16
1697,2009,5,24,17
1698,2009,5,158,18
1699,2009,5,0,19
1700,2009,5,273,7
1701,2009,5,602,21
1702,2009,5,10,22
1703,2009,5,12,23
1704,2009,5,5,24
1705,2009,5,0,25
1706,2009,5,55,26
1707,2009,5,0,27
1708,2009,5,98,28
1709,2009,5,0,29
1710,2009,5,0,30
1711,2009,5,45,31
1712,2009,5,0,32
1713,2009,5,0,33
1714,2009,5,0,34
1715,2009,5,0,35
1716,2010,5,19,1
1717,2010,5,1956,2
1718,2010,5,1956,3
1719,2010,5,1956,4
1720,2010,5,1956,5
1721,2010,5,11,6
1722,2010,5,82,7
1723,2010,5,0,8
1724,2010,5,1,9
1725,2010,5,52,10
1726,2010,5,4,11
1727,2010,5,112,12
1728,2010,5,156,13
1729,2010,5,14,14
1730,2010,5,134,15
1731,2010,5,17,16
1732,2010,5,27,17
1733,2010,5,190,18
1734,2010,5,0,19
1735,2010,5,454,20
1736,2010,5,789,21
1737,2010,5,0,22
1738,2010,5,0,23
1739,2010,5,0,24
1740,2010,5,0,25
1741,2010,5,233,26
1742,2010,5,17,27
1743,2010,5,16,28
1744,2010,5,4,29
1745,2010,5,0,30
1746,2010,5,419,31
1747,2010,5,7,32
1748,2010,5,1095,33
1749,2010,5,79,34
1750,2010,5,68,35
1751,2001,6,6,1
1752,2001,6,4933,2
1753,2001,6,0,3
1754,2001,6,409,4
1755,2001,6,1512,5
1756,2001,6,34,6
1757,2001,6,314,7
1758,2001,6,0,8
1759,2001,6,7,9
1760,2001,6,136,10
1761,2001,6,59,11
1762,2001,6,4498,12
1763,2001,6,2161,13
1764,2001,6,248,14
1765,2001,6,69,15
1766,2001,6,475,16
1767,2001,6,2192,17
1768,2001,6,2211,18
1769,2001,6,0,19
1770,2001,6,2092,20
1771,2001,6,15151,21
1772,2001,6,13,22
1773,2001,6,82,23
1774,2001,6,78,24
1775,2001,6,0,25
1776,2001,6,1402,26
1777,2001,6,6,27
1778,2001,6,830,28
1779,2001,6,3155,29
1780,2001,6,0,30
1781,2001,6,575,31
1782,2001,6,98,32
1783,2001,6,4313,33
1784,2001,6,137,34
1785,2001,6,3675,35
1786,2002,6,3,1
1787,2002,6,4855,2
1788,2002,6,0,3
1789,2002,6,861,4
1790,2002,6,1202,5
1791,2002,6,17,6
1792,2002,6,942,7
1793,2002,6,14,7
1794,2002,6,5,9
1795,2002,6,375,10
1796,2002,6,11,11
1797,2002,6,4355,12
1798,2002,6,2540,13
1799,2002,6,317,14
1800,2002,6,58,15
1801,2002,6,858,16
1802,2002,6,2526,17
1803,2002,6,2467,18
1804,2002,6,0,19
1805,2002,6,2883,20
1806,2002,6,15882,21
1807,2002,6,0,22
1808,2002,6,0,23
1809,2002,6,0,24
1810,2002,6,0,25
1811,2002,6,1140,26
1812,2002,6,1,27
1813,2002,6,588,28
1814,2002,6,4144,29
1815,2002,6,0,30
1816,2002,6,837,31
1817,2002,6,151,32
1818,2002,6,5874,33
1819,2002,6,77,34
1820,2002,6,4314,35
1821,2003,6,2,1
1822,2003,6,8370,2
1823,2003,6,0,3
1824,2003,6,1213,4
1825,2003,6,1649,5
1826,2003,6,16,6
1827,2003,6,337,7
1828,2003,6,0,8
1829,2003,6,2,9
1830,2003,6,649,10
1831,2003,6,8,11
1832,2003,6,4187,12
1833,2003,6,2266,13
1834,2003,6,288,14
1835,2003,6,46,15
1836,2003,6,623,16
1837,2003,6,2775,17
1838,2003,6,2720,18
1839,2003,6,0,19
1840,2003,6,2970,20
1841,2003,6,14888,21
1842,2003,6,0,22
1843,2003,6,0,23
1844,2003,6,0,24
1845,2003,6,0,25
1846,2003,6,1434,26
1847,2003,6,6,27
1848,2003,6,742,28
1849,2003,6,2818,29
1850,2003,6,0,30
1851,2003,6,981,31
1852,2003,6,176,32
1853,2003,6,3337,33
1854,2003,6,93,34
1855,2003,6,5013,35
1856,2004,6,7,1
1857,2004,6,6544,2
1858,2004,6,0,3
1859,2004,6,1779,4
1860,2004,6,1654,5
1861,2004,6,26,6
1862,2004,6,1008,7
1863,2004,6,8,8
1864,2004,6,12,9
1865,2004,6,352,10
1866,2004,6,21,11
1867,2004,6,4335,12
1868,2004,6,2985,13
1869,2004,6,278,14
1870,2004,6,33,15
1871,2004,6,603,16
1872,2004,6,2215,17
1873,2004,6,3650,18
1874,2004,6,0,19
1875,2004,6,2964,20
1876,2004,6,13393,21
1877,2004,6,0,22
1878,2004,6,0,23
1879,2004,6,0,24
1880,2004,6,0,25
1881,2004,6,1144,26
1882,2004,6,9,27
1883,2004,6,1046,28
1884,2004,6,3365,29
1885,2004,6,0,30
1886,2004,6,1586,12
1887,2004,6,154,32
1888,2004,6,3610,33
1889,2004,6,117,34
1890,2004,6,3588,35
1891,2005,6,0,1
1892,2005,6,6777,2
1893,2005,6,2,3
1894,2005,6,1591,4
1895,2005,6,1655,5
1896,2005,6,21,6
1897,2005,6,791,7
1898,2005,6,8,8
1899,2005,6,3,9
1900,2005,6,588,10
1901,2005,6,8,11
1902,2005,6,4515,12
1903,2005,6,2227,13
1904,2005,6,481,14
1905,2005,6,56,15
1906,2005,6,466,16
1907,2005,6,2854,17
1908,2005,6,3907,18
1909,2005,6,0,19
1910,2005,6,4135,20
1911,2005,6,14055,21
1912,2005,6,0,22
1913,2005,6,3,23
1914,2005,6,0,24
1915,2005,6,0,25
1916,2005,6,1239,26
1917,2005,6,2,27
1918,2005,6,749,28
1919,2005,6,2380,29
1920,2005,6,0,30
1921,2005,6,1731,31
1922,2005,6,473,32
1923,2005,6,4232,33
1924,2005,6,105,34
1925,2005,6,4859,35
1926,2006,6,0,1
1927,2006,6,8908,2
1928,2006,6,2,3
1929,2006,6,1496,4
1930,2006,6,2066,5
1931,2006,6,29,6
1932,2006,6,830,7
1933,2006,6,8,8
1934,2006,6,8,9
1935,2006,6,403,10
1936,2006,6,10,11
1937,2006,6,4955,12
1938,2006,6,1872,13
1939,2006,6,258,14
1940,2006,6,41,15
1941,2006,6,76,16
1942,2006,6,3315,17
1943,2006,6,5172,18
1944,2006,6,0,19
1945,2006,6,2837,20
1946,2006,6,11943,21
1947,2006,6,0,22
1948,2006,6,0,23
1949,2006,6,0,24
1950,2006,6,1,25
1951,2006,6,1058,26
1952,2006,6,3,27
1953,2006,6,811,28
1954,2006,6,3402,29
1955,2006,6,1,30
1956,2006,6,1964,31
1957,2006,6,470,32
1958,2006,6,4084,33
1959,2006,6,132,34
1960,2006,6,5142,35
1961,2007,6,6,1
1962,2007,6,8737,2
1963,2007,6,2,3
1964,2007,6,1734,4
1965,2007,6,2269,5
1966,2007,6,44,6
1967,2007,6,791,7
1968,2007,6,3,8
1969,2007,6,0,9
1970,2007,6,416,10
1971,2007,6,35,11
1972,2007,6,5757,12
1973,2007,6,2037,13
1974,2007,6,330,14
1975,2007,6,66,15
1976,2007,6,845,16
1977,2007,6,3086,17
1978,2007,6,5162,18
1979,2007,6,0,12
1980,2007,6,3642,20
1981,2007,6,12956,21
1982,2007,6,0,22
1983,2007,6,0,23
1984,2007,6,0,24
1985,2007,6,0,25
1986,2007,6,774,26
1987,2007,6,10,27
1988,2007,6,1045,28
1989,2007,6,2962,29
1990,2007,6,0,30
1991,2007,6,1818,31
1992,2007,6,526,32
1993,2007,6,7137,33
1994,2007,6,198,34
1995,2007,6,6714,35
1996,2008,6,2,1
1997,2008,6,7448,2
1998,2008,6,3,3
1999,2008,6,1620,4
2000,2008,6,2043,5
2001,2008,6,40,6
2002,2008,6,852,7
2003,2008,6,9,8
2004,2008,6,5,9
2005,2008,6,878,10
2006,2008,6,25,11
2007,2008,6,7833,12
2008,2008,6,2549,13
2009,2008,6,301,14
2010,2008,6,72,15
2011,2008,6,649,16
2012,2008,6,3105,17
2013,2008,6,4533,18
2014,2008,6,0,19
2015,2008,6,4609,20
2016,2008,6,14888,21
2017,2008,6,0,22
2018,2008,6,2,23
2019,2008,6,0,24
2020,2008,6,1,25
2021,2008,6,1126,26
2022,2008,6,8,27
2023,2008,6,892,28
2024,2008,6,3203,29
2025,2008,6,0,30
2026,2008,6,1495,31
2027,2008,6,445,32
2028,2008,6,7767,33
2029,2008,6,381,34
2030,2008,6,6495,35
2031,2009,6,3,1
2032,2009,6,9626,2
2033,2009,6,4,3
2034,2009,6,1508,4
2035,2009,6,2635,5
2036,2009,6,36,6
2037,2009,6,997,7
2038,2009,6,6,8
2039,2009,6,15,9
2040,2009,6,480,10
2041,2009,6,35,12
2042,2009,6,8876,12
2043,2009,6,2602,13
2044,2009,6,350,14
2045,2009,6,51,15
2046,2009,6,756,16
2047,2009,6,3567,17
2048,2009,6,4769,18
2049,2009,6,1,19
2050,2009,6,4695,20
2051,2009,6,14859,21
2052,2009,6,0,22
2053,2009,6,2,23
2054,2009,6,0,24
2055,2009,6,0,25
2056,2009,6,1603,26
2057,2009,6,26,27
2058,2009,6,914,28
2059,2009,6,2919,29
2060,2009,6,0,30
2061,2009,6,2089,31
2062,2009,6,511,32
2063,2009,6,8041,33
2064,2009,6,135,34
2065,2009,6,7222,35
2066,2010,6,2,1
2067,2010,6,10464,2
2068,2010,6,2,3
2069,2010,6,2010,4
2070,2010,6,2421,5
2071,2010,6,77,6
2072,2010,6,1169,7
2073,2010,6,0,8
2074,2010,6,2,9
2075,2010,6,719,10
2076,2010,6,12,11
2077,2010,6,9050,12
2078,2010,6,3631,13
2079,2010,6,309,14
2080,2010,6,69,15
2081,2010,6,1688,16
2082,2010,6,3921,17
2083,2010,6,4692,18
2084,2010,6,0,19
2085,2010,6,4552,20
2086,2010,6,18221,21
2087,2010,6,0,22
2088,2010,6,2,23
2089,2010,6,0,24
2090,2010,6,0,25
2091,2010,6,2380,26
2092,2010,6,13,27
2093,2010,6,1010,28
2094,2010,6,2701,29
2095,2010,6,0,30
2096,2010,6,1917,31
2097,2010,6,632,32
2098,2010,6,10430,33
2099,2010,6,586,34
2100,2010,6,7768,35
2101,2001,7,0,1
2102,2001,7,7,2
2103,2001,7,3429,11
2104,2001,7,225,4
2105,2001,7,11266,5
2106,2001,7,439,6
2107,2001,7,5675,7
2108,2001,7,18,8
2109,2001,7,10203,9
2110,2001,7,9,10
2111,2001,7,2200,11
2112,2001,7,4720,12
2113,2001,7,89,13
2114,2001,7,4055,14
2115,2001,7,36,15
2116,2001,7,30,16
2117,2001,7,0,17
2118,2001,7,0,18
2119,2001,7,0,19
2120,2001,7,0,20
2121,2001,7,8908,21
2122,2001,7,2,22
2123,2001,7,1496,23
2124,2001,7,2066,24
2125,2001,7,29,25
2126,2001,7,830,26
2127,2001,7,8,27
2128,2001,7,8,28
2129,2001,7,0,29
2130,2001,7,0,30
2131,2001,7,4,31
2132,2001,7,0,32
2133,2001,7,0,33
2134,2001,7,0,11
2135,2001,7,0,35
2136,2002,7,0,1
2137,2002,7,0,2
2138,2002,7,0,3
2139,2002,7,0,4
2140,2002,7,18,5
2141,2002,7,0,6
2142,2002,7,0,7
2143,2002,7,0,8
2144,2002,7,0,9
2145,2002,7,0,10
2146,2002,7,0,11
2147,2002,7,0,12
2148,2002,7,0,13
2149,2002,7,0,14
2150,2002,7,0,15
2151,2002,7,16,16
2152,2002,7,0,17
2153,2002,7,0,18
2154,2002,7,0,19
2155,2002,7,0,20
2156,2002,7,11,21
2157,2002,7,0,22
2158,2002,7,0,23
2159,2002,7,0,24
2160,2002,7,0,25
2161,2002,7,0,26
2162,2002,7,0,27
2163,2002,7,0,28
2164,2002,7,2,29
2165,2002,7,0,11
2166,2002,7,6,31
2167,2002,7,0,32
2168,2002,7,0,33
2169,2002,7,7,34
2170,2002,7,0,35
2171,2003,7,0,1
2172,2003,7,2,2
2173,2003,7,0,3
2174,2003,7,0,4
2175,2003,7,14,5
2176,2003,7,0,6
2177,2003,7,0,7
2178,2003,7,0,8
2179,2003,7,0,9
2180,2003,7,0,10
2181,2003,7,0,11
2182,2003,7,0,12
2183,2003,7,0,13
2184,2003,7,0,14
2185,2003,7,0,15
2186,2003,7,22,16
2187,2003,7,0,17
2188,2003,7,0,18
2189,2003,7,0,19
2190,2003,7,0,20
2191,2003,7,0,21
2192,2003,7,0,22
2193,2003,7,0,23
2194,2003,7,0,24
2195,2003,7,0,25
2196,2003,7,0,26
2197,2003,7,808,27
2198,2003,7,2,28
2199,2003,7,149,29
2200,2003,7,66,30
2201,2003,7,29,31
2202,2003,7,830,32
2203,2003,7,8,33
2204,2003,7,8,34
2205,2003,7,0,35
2206,2004,7,0,1
2207,2004,7,1,2
2208,2004,7,0,3
2209,2004,7,0,4
2210,2004,7,8,5
2211,2004,7,0,6
2212,2004,7,0,7
2213,2004,7,0,8
2214,2004,7,0,9
2215,2004,7,0,10
2216,2004,7,0,11
2217,2004,7,7,12
2218,2004,7,3429,13
2219,2004,7,225,14
2220,2004,7,11266,15
2221,2004,7,439,16
2222,2004,7,5675,17
2223,2004,7,18,18
2224,2004,7,10203,19
2225,2004,7,9,20
2226,2004,7,2200,21
2227,2004,7,4720,11
2228,2004,7,89,23
2229,2004,7,4055,24
2230,2004,7,36,25
2231,2004,7,30,26
2232,2004,7,0,27
2233,2004,7,0,28
2234,2004,7,5,29
2235,2004,7,0,30
2236,2004,7,0,31
2237,2004,7,0,32
2238,2004,7,0,33
2239,2004,7,0,34
2240,2004,7,2,35
2241,2005,7,0,1
2242,2005,7,3,2
2243,2005,7,0,3
2244,2005,7,0,4
2245,2005,7,14,5
2246,2005,7,0,6
2247,2005,7,0,7
2248,2005,7,0,8
2249,2005,7,0,9
2250,2005,7,334,10
2251,2005,7,965,11
2252,2005,7,0,12
2253,2005,7,419,13
2254,2005,7,43,14
2255,2005,7,981,15
2256,2005,7,63,16
2257,2005,7,575,17
2258,2005,7,4,18
2259,2005,7,1036,19
2260,2005,7,2,20
2261,2005,7,478,21
2262,2005,7,1037,22
2263,2005,7,23,23
2264,2005,7,630,24
2265,2005,7,12,25
2266,2005,7,0,26
2267,2005,7,510,27
2268,2005,7,10,28
2269,2005,7,335,29
2270,2005,7,355,30
2271,2005,7,136,31
2272,2005,7,143,32
2273,2005,7,354,33
2274,2005,7,378,34
2275,2005,7,344,35
2276,2006,7,0,1
2277,2006,7,5,2
2278,2006,7,0,3
2279,2006,7,0,4
2280,2006,7,20,5
2281,2006,7,0,6
2282,2006,7,0,7
2283,2006,7,10,8
2284,2006,7,50,9
2285,2006,7,0,10
2286,2006,7,0,11
2287,2006,7,0,12
2288,2006,7,808,13
2289,2006,7,2,11
2290,2006,7,149,15
2291,2006,7,66,16
2292,2006,7,29,17
2293,2006,7,830,18
2294,2006,7,8,19
2295,2006,7,8,20
2296,2006,7,0,21
2297,2006,7,0,22
2298,2006,7,0,23
2299,2006,7,0,24
2300,2006,7,0,25
2301,2006,7,0,26
2302,2006,7,47,27
2303,2006,7,0,28
2304,2006,7,2,29
2305,2006,7,0,30
2306,2006,7,0,31
2307,2006,7,0,32
2308,2006,7,0,33
2309,2006,7,0,34
2310,2006,7,3,35
2311,2007,7,0,1
2312,2007,7,0,2
2313,2007,7,0,3
2314,2007,7,0,4
2315,2007,7,43,5
2316,2007,7,0,6
2317,2007,7,3,7
2318,2007,7,0,8
2319,2007,7,0,9
2320,2007,7,0,10
2321,2007,7,0,11
2322,2007,7,0,12
2323,2007,7,808,13
2324,2007,7,2,14
2325,2007,7,149,15
2326,2007,7,66,16
2327,2007,7,29,17
2328,2007,7,830,18
2329,2007,7,8,19
2330,2007,7,8,20
2331,2007,7,2,21
2332,2007,7,0,22
2333,2007,7,0,23
2334,2007,7,7,24
2335,2007,7,3429,25
2336,2007,7,225,26
2337,2007,7,11266,27
2338,2007,7,439,28
2339,2007,7,5675,29
2340,2007,7,18,30
2341,2007,7,10203,31
2342,2007,7,9,32
2343,2007,7,2200,33
2344,2007,7,4720,34
2345,2007,7,89,35
2346,2008,7,4055,1
2347,2008,7,36,2
2348,2008,7,30,3
2349,2008,7,2,4
2350,2008,7,37,5
2351,2008,7,0,11
2352,2008,7,0,7
2353,2008,7,0,8
2354,2008,7,0,9
2355,2008,7,0,10
2356,2008,7,0,11
2357,2008,7,0,12
2358,2008,7,0,13
2359,2008,7,0,14
2360,2008,7,0,15
2361,2008,7,19,16
2362,2008,7,0,17
2363,2008,7,0,18
2364,2008,7,0,19
2365,2008,7,0,20
2366,2008,7,0,21
2367,2008,7,1956,22
2368,2008,7,1956,23
2369,2008,7,1956,24
2370,2008,7,1956,25
2371,2008,7,1956,26
2372,2008,7,1956,27
